,Date,AveragePrice,TotalValue,c4046,c4225,c4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region
2682,31-05-2015,1.03,33720200.0,15503600.0,11599600.0,903908.0,5713000.0,4967230.0,726046.0,19725.5,Conventional,2015,TotalUS
2683,24-05-2015,1.04,35344200.0,16000100.0,12513800.0,899780.0,5930470.0,5094260.0,815629.0,20582.3,Conventional,2015,TotalUS
2684,17-05-2015,1.06,32027700.0,14615900.0,11003300.0,963550.0,5444850.0,4747540.0,660984.0,36325.5,Conventional,2015,TotalUS
2685,10-05-2015,1.02,36400900.0,16215300.0,13509100.0,858145.0,5818350.0,4991630.0,816629.0,10092.5,Conventional,2015,TotalUS
2686,03-05-2015,0.96,41291700.0,17787600.0,16602600.0,1118330.0,5783170.0,4647160.0,1110990.0,25031.2,Conventional,2015,TotalUS
2687,26-04-2015,1.07,30894200.0,13833700.0,10867400.0,889732.0,5303310.0,4584200.0,687179.0,31924.4,Conventional,2015,TotalUS
2688,19-04-2015,1.03,33091300.0,14251300.0,12277900.0,1016630.0,5545450.0,4696220.0,819935.0,29286.9,Conventional,2015,TotalUS
2689,12-04-2015,1.02,32046400.0,14793400.0,11210500.0,807942.0,5234560.0,4400470.0,826567.0,7524.51,Conventional,2015,TotalUS
2690,05-04-2015,1.06,31500700.0,13939000.0,11527000.0,871981.0,5162690.0,4477300.0,666515.0,18878.9,Conventional,2015,TotalUS
2691,29-03-2015,1.04,29982600.0,12524600.0,11541000.0,811273.0,5105700.0,4487890.0,610349.0,7461.2,Conventional,2015,TotalUS
2692,22-03-2015,1.01,32513600.0,13697400.0,12659800.0,1066390.0,5089970.0,4275070.0,762528.0,52375.1,Conventional,2015,TotalUS
2693,15-03-2015,1.04,29572200.0,13150000.0,10634100.0,871575.0,4916590.0,4287620.0,614905.0,14064.7,Conventional,2015,TotalUS
2694,08-03-2015,1.02,30094700.0,13013800.0,10974000.0,834009.0,5272970.0,4583730.0,673149.0,16090.5,Conventional,2015,TotalUS
2695,01-03-2015,0.97,32994000.0,13282200.0,13733100.0,1070580.0,4908090.0,4129140.0,725218.0,53733.6,Conventional,2015,TotalUS
2696,22-02-2015,1.02,29936700.0,12628600.0,11354300.0,937139.0,5016750.0,4336250.0,667149.0,13350.5,Conventional,2015,TotalUS
2697,15-02-2015,1.03,28012500.0,12626600.0,9783490.0,845654.0,4756760.0,4096230.0,648632.0,11904.1,Conventional,2015,TotalUS
2698,08-02-2015,0.95,32137300.0,13308200.0,13381300.0,737939.0,4709850.0,4022470.0,673454.0,13924.2,Conventional,2015,TotalUS
2699,01-02-2015,0.89,44655500.0,18933000.0,18956500.0,1381520.0,5384430.0,4216450.0,1121080.0,46899.1,Conventional,2015,TotalUS
2700,25-01-2015,1.04,28470300.0,12167400.0,10734700.0,768020.0,4800190.0,3978640.0,812925.0,8631.31,Conventional,2015,TotalUS
2701,18-01-2015,1.03,29043500.0,11858100.0,11701900.0,831302.0,4652070.0,3873040.0,771093.0,7935.35,Conventional,2015,TotalUS
2702,11-01-2015,1.01,29063500.0,11544800.0,12134800.0,866575.0,4517380.0,3783260.0,718334.0,15789.2,Conventional,2015,TotalUS
2703,04-01-2015,0.95,31324300.0,12357200.0,13624100.0,844093.0,4498940.0,3585320.0,894946.0,18672.8,Conventional,2015,TotalUS
2704,27-12-2015,0.83,5291980.0,2038440.0,1717600.0,125255.0,1410680.0,838268.0,567270.0,5144.13,Conventional,2015,West
2705,20-12-2015,0.88,4737650.0,2017330.0,1314710.0,130850.0,1274760.0,843691.0,417746.0,13319.6,Conventional,2015,West
2706,13-12-2015,0.85,4899440.0,1799000.0,1596330.0,134102.0,1370010.0,851507.0,517936.0,570.88,Conventional,2015,West
2707,06-12-2015,0.75,6202510.0,2097720.0,2051390.0,107568.0,1945830.0,1360760.0,582846.0,2224.99,Conventional,2015,West
2708,29-11-2015,0.99,3719600.0,1461860.0,1216810.0,104220.0,936711.0,688674.0,247318.0,718.76,Conventional,2015,West
2709,22-11-2015,0.92,4481990.0,1549010.0,1588340.0,118171.0,1226470.0,730580.0,494585.0,1302.15,Conventional,2015,West
2710,15-11-2015,0.83,5972490.0,1996850.0,2060440.0,122763.0,1792440.0,1080990.0,699957.0,11495.5,Conventional,2015,West
2711,08-11-2015,0.88,5094840.0,2204340.0,1668420.0,107754.0,1114330.0,770544.0,341545.0,2239.59,Conventional,2015,West
2712,01-11-2015,0.9,5024860.0,1815070.0,1937480.0,132884.0,1139430.0,717110.0,421675.0,643.0,Conventional,2015,West
2713,25-10-2015,0.95,4945840.0,1574340.0,1990840.0,134573.0,1246070.0,823728.0,420765.0,1581.5,Conventional,2015,West
2714,18-10-2015,0.89,5413530.0,2012890.0,2170790.0,110349.0,1119500.0,689894.0,429405.0,205.0,Conventional,2015,West
2715,11-10-2015,0.91,5534450.0,1287970.0,2714360.0,178042.0,1354080.0,947889.0,402360.0,3830.31,Conventional,2015,West
2716,04-10-2015,1.0,4895490.0,1369450.0,2378440.0,179192.0,968402.0,630337.0,336994.0,1071.02,Conventional,2015,West
2717,27-09-2015,0.97,4792870.0,1601970.0,2116030.0,98925.8,975942.0,669129.0,306759.0,53.71,Conventional,2015,West
2718,20-09-2015,0.92,5596090.0,1552160.0,2825880.0,124208.0,1093840.0,751408.0,342166.0,270.32,Conventional,2015,West
2719,13-09-2015,0.92,5811260.0,2194370.0,2317430.0,136996.0,1162460.0,733844.0,428556.0,62.2,Conventional,2015,West
2720,06-09-2015,0.93,5900750.0,2682940.0,2086230.0,124723.0,1006860.0,696240.0,310569.0,52.15,Conventional,2015,West
2721,30-08-2015,1.03,5138260.0,2163510.0,1986060.0,124658.0,864029.0,624783.0,239196.0,50.47,Conventional,2015,West
2722,23-08-2015,1.04,5197580.0,2160130.0,2054710.0,107787.0,874951.0,709163.0,165724.0,63.97,Conventional,2015,West
2723,16-08-2015,0.98,5718140.0,2640930.0,2027600.0,123335.0,926274.0,685993.0,240262.0,18.52,Conventional,2015,West
2724,09-08-2015,1.01,5531490.0,2368530.0,2068850.0,135408.0,958695.0,667604.0,291065.0,25.26,Conventional,2015,West
2725,02-08-2015,1.02,5451040.0,2470120.0,1962850.0,120435.0,897636.0,643461.0,254166.0,8.42,Conventional,2015,West
2726,26-07-2015,1.07,5126590.0,2293110.0,1776140.0,146113.0,911221.0,645013.0,266208.0,0.0,Conventional,2015,West
2727,19-07-2015,1.04,5525300.0,2337240.0,2065940.0,113524.0,1008590.0,665158.0,343390.0,46.37,Conventional,2015,West
2728,12-07-2015,1.01,5791510.0,2688410.0,1950440.0,133097.0,1019570.0,731844.0,286271.0,1454.78,Conventional,2015,West
2729,05-07-2015,0.98,6749080.0,3328640.0,2304910.0,155863.0,959673.0,767183.0,192423.0,67.17,Conventional,2015,West
2730,28-06-2015,1.03,5617750.0,2686200.0,1907830.0,123262.0,900453.0,719728.0,180618.0,107.23,Conventional,2015,West
2731,21-06-2015,0.93,6478950.0,3062750.0,2299960.0,138621.0,977615.0,807806.0,167641.0,2168.7,Conventional,2015,West
2732,14-06-2015,0.92,6760000.0,3239260.0,2416000.0,112965.0,991776.0,776961.0,214730.0,84.95,Conventional,2015,West
2733,07-06-2015,0.92,6669220.0,3451590.0,2145070.0,119830.0,952728.0,683696.0,269005.0,26.53,Conventional,2015,West
2734,31-05-2015,0.93,5874980.0,3094130.0,1835740.0,129139.0,815979.0,665542.0,150401.0,36.24,Conventional,2015,West
2735,24-05-2015,0.93,6139160.0,3206250.0,2036660.0,120399.0,775857.0,678849.0,96785.6,221.98,Conventional,2015,West
2736,17-05-2015,0.98,5338990.0,2786200.0,1654560.0,108561.0,789666.0,608752.0,180702.0,212.82,Conventional,2015,West
2737,10-05-2015,0.94,6323720.0,3050010.0,2260890.0,115291.0,897528.0,678317.0,218969.0,242.69,Conventional,2015,West
2738,03-05-2015,0.89,6937100.0,3115940.0,2917080.0,104932.0,799142.0,611907.0,186892.0,343.37,Conventional,2015,West
2739,26-04-2015,0.9,6013310.0,3163350.0,2021750.0,79259.0,748955.0,614557.0,133326.0,1071.49,Conventional,2015,West
2740,19-04-2015,0.88,6612420.0,3118690.0,2557270.0,87250.8,849213.0,608287.0,240723.0,202.69,Conventional,2015,West
2741,12-04-2015,0.98,5609470.0,2561870.0,2267860.0,103111.0,676640.0,469625.0,206981.0,33.97,Conventional,2015,West
2742,05-04-2015,0.95,5929720.0,3132030.0,2022520.0,93055.2,682108.0,544939.0,135415.0,1753.95,Conventional,2015,West
2743,29-03-2015,0.93,5719900.0,2978540.0,2012380.0,89701.3,639278.0,508577.0,130691.0,9.65,Conventional,2015,West
2744,22-03-2015,0.99,5368330.0,2511450.0,2163700.0,101626.0,591547.0,515039.0,76495.7,12.86,Conventional,2015,West
2745,15-03-2015,0.94,5572580.0,3034100.0,1829870.0,85831.2,622778.0,535269.0,87496.4,12.87,Conventional,2015,West
2746,08-03-2015,0.99,5382690.0,2541410.0,2120110.0,98093.0,623079.0,524273.0,98774.8,31.45,Conventional,2015,West
2747,01-03-2015,0.95,5840740.0,2221450.0,2822860.0,110088.0,686342.0,590706.0,95603.2,33.55,Conventional,2015,West
2748,22-02-2015,0.95,5939400.0,2444850.0,2650990.0,79181.9,764384.0,587463.0,176872.0,49.05,Conventional,2015,West
2749,15-02-2015,0.98,5026690.0,2483270.0,1840720.0,91125.4,611582.0,542973.0,68521.9,86.91,Conventional,2015,West
2750,08-02-2015,0.89,5949850.0,2749120.0,2418820.0,76305.4,705601.0,579412.0,126121.0,68.2,Conventional,2015,West
2751,01-02-2015,0.84,8362500.0,3531350.0,3872670.0,80893.5,877588.0,705334.0,172155.0,99.56,Conventional,2015,West
2752,25-01-2015,0.94,5461310.0,2695160.0,2031940.0,71550.6,662668.0,521878.0,140736.0,54.44,Conventional,2015,West
2753,18-01-2015,0.96,5475360.0,2431740.0,2258070.0,76348.1,709209.0,527359.0,181810.0,39.96,Conventional,2015,West
2754,11-01-2015,0.95,5333100.0,2203110.0,2292760.0,127412.0,709812.0,598705.0,111074.0,33.54,Conventional,2015,West
2755,04-01-2015,0.89,5794410.0,2275450.0,2582300.0,97024.1,839639.0,688813.0,150820.0,6.39,Conventional,2015,West
2756,27-12-2015,0.71,776404.0,451904.0,141599.0,15487.0,167414.0,123158.0,33065.3,11190.0,Conventional,2015,WestTexNewMexico
2757,20-12-2015,0.83,649886.0,389111.0,108176.0,12953.6,139645.0,90392.9,23535.8,25716.7,Conventional,2015,WestTexNewMexico
2758,13-12-2015,0.78,646042.0,437781.0,100110.0,13576.2,94574.3,83053.1,10947.8,573.33,Conventional,2015,WestTexNewMexico
2759,06-12-2015,0.74,623232.0,398871.0,133434.0,21088.1,69838.4,68233.6,1604.79,0.0,Conventional,2015,WestTexNewMexico
2760,29-11-2015,0.81,519028.0,335447.0,103636.0,11463.1,68482.6,67264.7,1217.89,0.0,Conventional,2015,WestTexNewMexico
2761,22-11-2015,0.78,615077.0,403133.0,122078.0,12008.9,77857.2,74953.3,2903.87,0.0,Conventional,2015,WestTexNewMexico
2762,15-11-2015,0.71,732695.0,483181.0,155779.0,12780.7,80955.5,77112.3,3843.16,0.0,Conventional,2015,WestTexNewMexico
2763,08-11-2015,0.76,661406.0,445281.0,123746.0,11968.0,80411.2,79009.1,1402.04,0.0,Conventional,2015,WestTexNewMexico
2764,01-11-2015,0.8,592116.0,350882.0,131577.0,32802.6,76854.6,75700.1,1154.53,0.0,Conventional,2015,WestTexNewMexico
2765,25-10-2015,0.82,635874.0,363487.0,166608.0,31960.0,73818.6,72717.9,1100.77,0.0,Conventional,2015,WestTexNewMexico
2766,18-10-2015,0.81,681501.0,409640.0,177573.0,15805.8,78482.6,77611.2,871.42,0.0,Conventional,2015,WestTexNewMexico
2767,11-10-2015,0.89,638486.0,268061.0,258519.0,31027.3,80879.3,79842.0,1037.34,0.0,Conventional,2015,WestTexNewMexico
2768,04-10-2015,0.85,649050.0,240183.0,317701.0,16662.0,74503.6,72761.1,1742.42,0.0,Conventional,2015,WestTexNewMexico
2769,27-09-2015,0.79,714977.0,255898.0,376233.0,12988.4,69858.0,68312.6,1545.42,0.0,Conventional,2015,WestTexNewMexico
2770,20-09-2015,0.78,746250.0,289135.0,352999.0,14247.4,89868.5,78779.5,11089.0,0.0,Conventional,2015,WestTexNewMexico
2771,13-09-2015,0.75,829728.0,341728.0,330566.0,26174.7,131259.0,82932.9,48325.7,0.0,Conventional,2015,WestTexNewMexico
2772,06-09-2015,0.8,790421.0,487551.0,183612.0,16170.6,103086.0,91173.4,11912.9,0.0,Conventional,2015,WestTexNewMexico
2773,30-08-2015,0.82,750669.0,518203.0,136374.0,16298.5,79792.9,78731.4,1061.5,0.0,Conventional,2015,WestTexNewMexico
2774,23-08-2015,0.8,740214.0,535570.0,100109.0,13332.2,91202.5,87927.4,3275.09,0.0,Conventional,2015,WestTexNewMexico
2775,16-08-2015,0.77,815639.0,489077.0,154806.0,20866.5,150890.0,125837.0,25052.6,0.0,Conventional,2015,WestTexNewMexico
2776,09-08-2015,0.74,885884.0,576883.0,154758.0,20222.3,134020.0,100912.0,33108.0,0.0,Conventional,2015,WestTexNewMexico
2777,02-08-2015,0.79,795372.0,573107.0,94633.5,13662.3,113968.0,95673.5,18294.9,0.0,Conventional,2015,WestTexNewMexico
2778,26-07-2015,0.81,777883.0,542664.0,96112.0,25086.7,114021.0,97555.5,16465.2,0.0,Conventional,2015,WestTexNewMexico
2779,19-07-2015,0.76,803340.0,552840.0,101244.0,16066.6,133190.0,115238.0,17952.5,0.0,Conventional,2015,WestTexNewMexico
2780,12-07-2015,0.77,754672.0,515150.0,100149.0,16185.8,123188.0,107273.0,15914.3,0.0,Conventional,2015,WestTexNewMexico
2781,05-07-2015,0.78,913361.0,606651.0,123466.0,18233.5,165010.0,146199.0,18811.1,0.0,Conventional,2015,WestTexNewMexico
2782,28-06-2015,0.71,941136.0,670425.0,108020.0,13077.8,149613.0,130392.0,19220.3,0.0,Conventional,2015,WestTexNewMexico
2783,21-06-2015,0.74,948942.0,601318.0,158997.0,13455.5,175172.0,148133.0,27038.8,0.0,Conventional,2015,WestTexNewMexico
2784,14-06-2015,0.7,1035970.0,651121.0,202732.0,13413.0,168707.0,126509.0,42198.6,0.0,Conventional,2015,WestTexNewMexico
2785,07-06-2015,0.68,1054000.0,750594.0,152737.0,12543.4,138124.0,103719.0,34404.4,0.0,Conventional,2015,WestTexNewMexico
2786,31-05-2015,0.74,887045.0,626725.0,124037.0,25328.6,110955.0,78423.6,32530.9,0.0,Conventional,2015,WestTexNewMexico
2787,24-05-2015,0.75,914967.0,692901.0,107964.0,14654.3,99447.8,82335.3,17112.5,0.0,Conventional,2015,WestTexNewMexico
2788,17-05-2015,0.7,942310.0,721088.0,112071.0,12170.6,96981.1,74460.1,22521.0,0.0,Conventional,2015,WestTexNewMexico
2789,10-05-2015,0.71,1019160.0,774233.0,128169.0,13889.8,102870.0,79189.3,23680.3,0.0,Conventional,2015,WestTexNewMexico
2790,03-05-2015,0.74,967144.0,677576.0,166456.0,15065.0,108047.0,80711.7,27335.5,0.0,Conventional,2015,WestTexNewMexico
2791,26-04-2015,0.74,899633.0,596342.0,174561.0,14468.9,114261.0,80697.3,33563.3,0.0,Conventional,2015,WestTexNewMexico
2792,19-04-2015,0.7,961001.0,687795.0,154972.0,16243.5,101991.0,76595.2,25396.3,0.0,Conventional,2015,WestTexNewMexico
2793,12-04-2015,0.76,840315.0,564694.0,167106.0,11290.9,97223.5,71587.3,25636.1,0.0,Conventional,2015,WestTexNewMexico
2794,05-04-2015,0.76,938881.0,660962.0,163482.0,15530.0,98907.3,91530.8,7376.51,0.0,Conventional,2015,WestTexNewMexico
2795,29-03-2015,0.74,908323.0,595241.0,199938.0,18570.6,94573.5,88599.8,5973.67,0.0,Conventional,2015,WestTexNewMexico
2796,22-03-2015,0.85,752576.0,489679.0,157680.0,14084.2,91133.7,89233.0,1900.68,0.0,Conventional,2015,WestTexNewMexico
2797,15-03-2015,0.75,827795.0,610496.0,115090.0,13114.9,89094.4,86399.3,2695.13,0.0,Conventional,2015,WestTexNewMexico
2798,08-03-2015,0.73,805731.0,568182.0,137012.0,12344.5,88192.0,85848.2,2343.81,0.0,Conventional,2015,WestTexNewMexico
2799,01-03-2015,0.84,723489.0,439115.0,167246.0,28226.2,88901.7,86801.0,2100.7,0.0,Conventional,2015,WestTexNewMexico
2800,22-02-2015,0.85,681410.0,455087.0,121269.0,16470.9,88582.1,86050.8,2531.31,0.0,Conventional,2015,WestTexNewMexico
2801,15-02-2015,0.78,743066.0,520464.0,133696.0,12099.9,76806.5,73763.4,3043.13,0.0,Conventional,2015,WestTexNewMexico
2802,08-02-2015,0.72,811664.0,539280.0,175207.0,13717.6,83459.1,81116.2,2342.82,0.0,Conventional,2015,WestTexNewMexico
2803,01-02-2015,0.71,916367.0,611270.0,205181.0,14107.4,85808.4,82065.7,3742.74,0.0,Conventional,2015,WestTexNewMexico
2804,25-01-2015,0.8,720801.0,519143.0,124249.0,10573.3,66835.6,65072.7,1762.95,0.0,Conventional,2015,WestTexNewMexico
2805,18-01-2015,0.8,729796.0,516446.0,128439.0,12473.1,72437.3,71564.2,873.08,0.0,Conventional,2015,WestTexNewMexico
2806,11-01-2015,0.92,584897.0,347126.0,129717.0,27944.1,80109.9,78503.5,1606.41,0.0,Conventional,2015,WestTexNewMexico
2807,04-01-2015,0.75,758119.0,426879.0,147958.0,15267.9,168014.0,165202.0,2811.54,0.0,Conventional,2015,WestTexNewMexico
2808,25-12-2016,1.52,73341.7,3202.39,58280.3,426.92,11432.1,11017.3,411.83,2.94,Conventional,2016,Albany
2809,18-12-2016,1.53,68938.5,3345.36,55949.8,138.72,9504.66,8876.65,587.73,40.28,Conventional,2016,Albany
2810,11-12-2016,1.49,71777.9,2323.39,56545.8,86.65,12822.0,12176.8,645.27,0.0,Conventional,2016,Albany
2811,04-12-2016,1.48,113032.0,6530.78,99746.0,50.84,6704.29,6476.12,228.17,0.0,Conventional,2016,Albany
2812,27-11-2016,1.52,58171.9,2793.99,47106.2,18.14,8253.58,7973.98,279.6,0.0,Conventional,2016,Albany
2813,20-11-2016,1.56,70089.5,3675.63,56898.5,11.0,9504.34,9238.4,209.0,56.94,Conventional,2016,Albany
2814,13-11-2016,1.62,63608.0,3523.63,49837.7,34.0,10212.7,9790.67,422.03,0.0,Conventional,2016,Albany
2815,06-11-2016,1.63,57178.2,3212.04,43024.3,36.4,10905.4,10474.1,431.35,0.0,Conventional,2016,Albany
2816,30-10-2016,1.46,58375.1,3187.14,45898.5,54.31,9235.13,9153.12,82.01,0.0,Conventional,2016,Albany
2817,23-10-2016,1.19,92080.4,4222.93,77537.4,46.0,10274.1,10160.3,113.8,0.0,Conventional,2016,Albany
2818,16-10-2016,1.4,69060.9,4027.42,54186.6,53.77,10793.2,10434.4,358.77,0.0,Conventional,2016,Albany
2819,09-10-2016,1.13,101088.0,3641.46,87174.4,102.15,10169.8,9744.41,425.41,0.0,Conventional,2016,Albany
2820,02-10-2016,1.51,75480.3,4109.22,57515.8,84.08,13771.2,13345.5,425.68,0.0,Conventional,2016,Albany
2821,25-09-2016,1.62,96853.1,7658.55,79425.8,43.25,9725.54,9586.8,138.74,0.0,Conventional,2016,Albany
2822,18-09-2016,1.39,79513.6,6624.37,63384.6,37.48,9467.22,8958.14,509.08,0.0,Conventional,2016,Albany
2823,11-09-2016,1.37,81473.1,6258.88,63511.9,42.26,11660.2,10839.2,815.99,5.0,Conventional,2016,Albany
2824,04-09-2016,1.44,95456.3,14741.1,64966.8,88.11,15660.3,15340.2,220.08,100.0,Conventional,2016,Albany
2825,28-08-2016,1.18,145323.0,34913.0,94928.8,53.85,15427.6,14367.6,269.97,790.0,Conventional,2016,Albany
2826,21-08-2016,1.43,94882.8,14520.4,63416.9,28.03,16917.5,15811.0,286.52,820.0,Conventional,2016,Albany
2827,14-08-2016,1.2,110528.0,24000.6,72970.2,26.76,13530.5,12434.8,350.1,745.56,Conventional,2016,Albany
2828,07-08-2016,1.48,99683.1,14670.9,69054.3,10.9,15947.1,14597.2,178.19,1171.67,Conventional,2016,Albany
2829,31-07-2016,1.61,125587.0,9293.65,96915.4,25.46,19352.1,18803.2,78.82,470.0,Conventional,2016,Albany
2830,24-07-2016,1.46,98321.1,11580.6,65195.6,13.73,21531.1,18639.3,241.85,2650.0,Conventional,2016,Albany
2831,17-07-2016,1.31,89228.0,9273.69,64260.7,80.07,15613.6,13439.8,688.81,1485.0,Conventional,2016,Albany
2832,10-07-2016,1.11,131630.0,20970.2,96581.8,46.49,14031.6,10876.0,470.58,2685.0,Conventional,2016,Albany
2833,03-07-2016,1.42,115908.0,8373.77,82122.0,146.83,25265.0,21872.6,492.33,2900.0,Conventional,2016,Albany
2834,26-06-2016,1.5,133087.0,7923.01,106657.0,37.42,18469.4,16479.8,419.64,1570.0,Conventional,2016,Albany
2835,19-06-2016,1.42,112818.0,6766.63,85374.3,30.07,20646.5,18526.6,389.95,1730.0,Conventional,2016,Albany
2836,12-06-2016,1.38,111394.0,7531.24,83771.3,81.25,20010.7,18368.5,282.18,1360.0,Conventional,2016,Albany
2837,05-06-2016,1.47,115857.0,4288.46,92055.8,53.98,19458.9,17385.6,398.33,1675.0,Conventional,2016,Albany
2838,29-05-2016,1.49,127812.0,2580.77,104877.0,103.64,20250.9,19519.9,180.98,550.0,Conventional,2016,Albany
2839,22-05-2016,1.34,98863.6,929.07,74678.4,59.07,23197.1,22571.5,20.65,605.0,Conventional,2016,Albany
2840,15-05-2016,1.36,96924.2,901.65,75847.9,82.97,20091.7,19802.9,288.79,0.0,Conventional,2016,Albany
2841,08-05-2016,1.27,120194.0,1041.95,96137.8,84.8,22930.0,22697.5,232.42,0.0,Conventional,2016,Albany
2842,01-05-2016,1.03,173782.0,884.01,163570.0,37.84,9289.46,8918.99,321.86,48.61,Conventional,2016,Albany
2843,24-04-2016,1.18,102490.0,954.6,87571.2,43.15,13921.2,13464.0,337.81,119.44,Conventional,2016,Albany
2844,17-04-2016,1.22,86433.6,898.63,70042.6,25.0,15467.4,14642.7,712.25,112.5,Conventional,2016,Albany
2845,10-04-2016,1.46,70253.3,972.15,56129.0,38.0,13114.2,12671.1,443.08,0.0,Conventional,2016,Albany
2846,03-04-2016,0.85,81694.2,676.27,70459.7,31.2,10527.1,10058.2,468.85,0.0,Conventional,2016,Albany
2847,27-03-2016,1.49,92529.3,808.5,78146.2,36.73,13537.9,13037.4,500.43,0.0,Conventional,2016,Albany
2848,20-03-2016,1.32,110402.0,764.97,97082.4,70.15,12484.4,12286.0,198.35,0.0,Conventional,2016,Albany
2849,13-03-2016,1.18,108265.0,847.64,96117.1,60.99,11239.1,10817.6,421.58,0.0,Conventional,2016,Albany
2850,06-03-2016,1.27,90633.7,972.34,74693.3,56.26,14911.8,14476.2,435.52,0.0,Conventional,2016,Albany
2851,28-02-2016,1.26,87822.4,805.41,72160.0,63.13,14793.9,13739.9,1054.05,0.0,Conventional,2016,Albany
2852,21-02-2016,1.28,99817.5,869.16,84485.0,24.98,14438.3,12280.6,2157.76,0.0,Conventional,2016,Albany
2853,14-02-2016,1.13,98008.2,1640.86,77133.0,12.0,19222.3,17663.5,1558.83,0.0,Conventional,2016,Albany
2854,07-02-2016,1.07,169614.0,2031.67,157272.0,109.88,10200.6,9349.67,850.92,0.0,Conventional,2016,Albany
2855,31-01-2016,1.16,102038.0,1386.24,79881.7,69.46,20700.9,19788.8,912.17,0.0,Conventional,2016,Albany
2856,24-01-2016,1.22,96089.1,545.37,70802.6,68.41,24672.8,23926.3,746.44,0.0,Conventional,2016,Albany
2857,17-01-2016,1.26,119972.0,1202.52,100613.0,51.22,18105.2,17980.5,124.68,0.0,Conventional,2016,Albany
2858,10-01-2016,1.28,79121.8,848.19,66697.0,109.08,11467.5,11293.7,173.88,0.0,Conventional,2016,Albany
2859,03-01-2016,1.03,149038.0,939.71,139736.0,132.35,8230.19,8056.43,173.76,0.0,Conventional,2016,Albany
2860,25-12-2016,0.91,502787.0,205856.0,86015.4,184.62,210731.0,118884.0,91847.1,0.0,Conventional,2016,Atlanta
2861,18-12-2016,0.94,463483.0,191753.0,80565.0,283.15,190882.0,114872.0,76009.8,0.0,Conventional,2016,Atlanta
2862,11-12-2016,1.06,422027.0,186344.0,56200.0,171.64,179311.0,112575.0,66736.5,0.0,Conventional,2016,Atlanta
2863,04-12-2016,1.03,475815.0,210602.0,93414.7,207.15,171591.0,67806.6,103784.0,0.0,Conventional,2016,Atlanta
2864,27-11-2016,1.22,372144.0,161632.0,55595.3,167.47,154750.0,89194.8,65518.8,36.39,Conventional,2016,Atlanta
2865,20-11-2016,1.14,448936.0,189207.0,58005.6,167.63,201556.0,128442.0,72236.3,877.78,Conventional,2016,Atlanta
2866,13-11-2016,1.25,408261.0,185966.0,63348.6,180.57,158765.0,92308.7,66233.4,223.33,Conventional,2016,Atlanta
2867,06-11-2016,1.29,393826.0,167083.0,65207.6,168.26,161367.0,82410.8,78956.2,0.0,Conventional,2016,Atlanta
2868,30-10-2016,1.26,408315.0,162368.0,69366.2,160.28,176421.0,94305.3,82115.3,0.0,Conventional,2016,Atlanta
2869,23-10-2016,1.23,422281.0,171215.0,67824.3,166.14,183075.0,110435.0,72640.0,0.0,Conventional,2016,Atlanta
2870,16-10-2016,1.16,459565.0,188793.0,82089.2,103.96,188578.0,87593.4,100985.0,0.0,Conventional,2016,Atlanta
2871,09-10-2016,1.23,452109.0,187261.0,69425.2,156.52,195267.0,95659.9,99113.9,493.06,Conventional,2016,Atlanta
2872,02-10-2016,1.26,440044.0,182418.0,69411.2,140.88,188074.0,104368.0,83706.3,0.0,Conventional,2016,Atlanta
2873,25-09-2016,1.26,435757.0,174532.0,77098.8,131.95,183994.0,109841.0,73830.3,322.22,Conventional,2016,Atlanta
2874,18-09-2016,1.01,527701.0,233801.0,70931.2,132.15,222837.0,139749.0,82907.4,180.56,Conventional,2016,Atlanta
2875,11-09-2016,0.9,597759.0,286406.0,54347.7,206.41,256799.0,194086.0,62713.3,0.0,Conventional,2016,Atlanta
2876,04-09-2016,0.89,614657.0,356593.0,55475.6,130.69,202457.0,126235.0,75979.1,243.06,Conventional,2016,Atlanta
2877,28-08-2016,0.95,539643.0,294241.0,42109.5,123.63,203169.0,132127.0,70394.1,647.22,Conventional,2016,Atlanta
2878,21-08-2016,0.94,549139.0,293240.0,48349.9,82.91,207466.0,160465.0,47001.0,0.0,Conventional,2016,Atlanta
2879,14-08-2016,0.87,666493.0,362924.0,60913.0,86.59,242570.0,182840.0,59729.9,0.0,Conventional,2016,Atlanta
2880,07-08-2016,1.04,508354.0,252172.0,63197.3,58.44,192927.0,131851.0,61075.5,0.0,Conventional,2016,Atlanta
2881,31-07-2016,0.98,537633.0,232641.0,76301.7,64.96,228626.0,161932.0,66694.5,0.0,Conventional,2016,Atlanta
2882,24-07-2016,1.0,495687.0,215523.0,92726.4,110.76,187327.0,120773.0,66553.5,0.0,Conventional,2016,Atlanta
2883,17-07-2016,1.01,474064.0,202639.0,82942.0,164.21,188319.0,108732.0,78958.8,627.78,Conventional,2016,Atlanta
2884,10-07-2016,0.92,560865.0,240109.0,95457.1,256.2,225043.0,146618.0,78213.8,211.11,Conventional,2016,Atlanta
2885,03-07-2016,0.77,789398.0,310551.0,150340.0,165.28,328342.0,216115.0,110545.0,1681.94,Conventional,2016,Atlanta
2886,26-06-2016,0.85,606857.0,272203.0,82764.1,173.96,251715.0,199572.0,52123.2,20.0,Conventional,2016,Atlanta
2887,19-06-2016,0.78,692767.0,361698.0,96388.1,264.12,234417.0,148946.0,84045.7,1425.0,Conventional,2016,Atlanta
